RaceCode,Date,Day,State,Track,RaceNo,Time,Distance,FavSP,10,20,40,90,Runners,Barrier,WinSP
16-Dec-22 Morphettville R8,44911,6,SA,Morphettville,8,0.809027778,1200,4.2,3,0,3,0,11,7,4.6
16-Dec-22 Esperance R1,44911,6,WA,Esperance,1,0.611111111,1600,1.7,3,4,0,1,11,7,1.7
16-Dec-22 Esperance R2,44911,6,WA,Esperance,2,0.636805556,1100,1.9,3,1,2,0,10,7,1.9
16-Dec-22 Esperance R3,44911,6,WA,Esperance,3,0.659027778,1100,4.2,2,0,0,2,10,6,4.2
16-Dec-22 Esperance R4,44911,6,WA,Esperance,4,0.680555556,1200,2.5,4,6,1,0,14,6,2.5
16-Dec-22 Esperance R5,44911,6,WA,Esperance,5,0.701388889,1300,3.4,2,2,1,0,10,10,3.8
16-Dec-22 Esperance R6,44911,6,WA,Esperance,6,0.722222222,1400,4.6,5,2,2,1,14,11,5.5
16-Dec-22 Esperance R7,44911,6,WA,Esperance,7,0.743055556,1600,4.8,7,1,0,1,13,1,8.5
16-Dec-22 Warren R1,44911,6,NSW,Warren,1,0.583333333,1200,3.9,1,2,2,0,10,4,11
16-Dec-22 Warren R2,44911,6,NSW,Warren,2,0.607638889,1000,3,1,2,1,3,12,1,3
16-Dec-22 Warren R3,44911,6,NSW,Warren,3,0.631944444,1000,2.8,0,3,1,0,8,6,5
16-Dec-22 Warren R4,44911,6,NSW,Warren,4,0.656944444,1600,3.1,1,5,1,0,12,9,7
16-Dec-22 Warren R5,44911,6,NSW,Warren,5,0.684722222,1400,3.4,2,1,0,0,8,8,10
16-Dec-22 Warren R6,44911,6,NSW,Warren,6,0.7125,1400,3.4,5,1,4,1,14,5,3.4
16-Dec-22 Warren R7,44911,6,NSW,Warren,7,0.740277778,1200,4.4,2,1,0,2,12,5,9
16-Dec-22 Ballina R1,44911,6,NSW,Ballina,1,0.551388889,1310,3.1,2,1,1,0,8,6,3.1
16-Dec-22 Ballina R2,44911,6,NSW,Ballina,2,0.575694444,1010,2,2,3,0,1,10,6,5
16-Dec-22 Ballina R3,44911,6,NSW,Ballina,3,0.6,1410,2.45,5,1,0,2,11,6,13
16-Dec-22 Ballina R4,44911,6,NSW,Ballina,4,0.624305556,1600,2.5,2,1,2,0,9,6,6
16-Dec-22 Ballina R5,44911,6,NSW,Ballina,5,0.649305556,1260,1.9,2,0,2,2,9,9,1.9
16-Dec-22 Ballina R6,44911,6,NSW,Ballina,6,0.677083333,1260,3.6,2,1,2,1,11,4,6.5
16-Dec-22 Ballina R7,44911,6,NSW,Ballina,7,0.704861111,1310,2.6,4,0,1,0,9,6,11
16-Dec-22 Ballina R8,44911,6,NSW,Ballina,8,0.732638889,1410,3.7,6,5,0,0,13,13,3.8
16-Dec-22 Geelong R1,44911,6,VIC,Geelong,1,0.548611111,1109,3,1,1,0,0,8,8,3
16-Dec-22 Geelong R2,44911,6,VIC,Geelong,2,0.572916667,1309,1.85,3,0,3,3,13,6,1.85
16-Dec-22 Geelong R3,44911,6,VIC,Geelong,3,0.597222222,1209,1.5,1,4,1,4,13,10,1.5
16-Dec-22 Geelong R4,44911,6,VIC,Geelong,4,0.621527778,1509,2.3,4,3,2,2,14,9,4.6
16-Dec-22 Geelong R5,44911,6,VIC,Geelong,5,0.645833333,2412,2.9,3,1,0,0,8,1,5
16-Dec-22 Geelong R6,44911,6,VIC,Geelong,6,0.673611111,1710,2.8,3,0,0,0,7,4,3.9
16-Dec-22 Geelong R7,44911,6,VIC,Geelong,7,0.701388889,1109,3.1,2,2,1,2,11,5,8.5
16-Dec-22 Geelong R8,44911,6,VIC,Geelong,8,0.729166667,1409,1.8,5,1,2,0,10,5,1.8
16-Dec-22 Goulburn R1,44911,6,NSW,Goulburn,1,0.565972222,2100,2.5,1,2,0,2,9,8,2.5
16-Dec-22 Goulburn R2,44911,6,NSW,Goulburn,2,0.590277778,1000,1.7,1,2,3,3,13,5,1.7
16-Dec-22 Goulburn R3,44911,6,NSW,Goulburn,3,0.614583333,1000,2,3,1,0,1,9,2,9
16-Dec-22 Goulburn R4,44911,6,NSW,Goulburn,4,0.638888889,1600,3.2,0,0,0,0,5,1,3.6
16-Dec-22 Goulburn R5,44911,6,NSW,Goulburn,5,0.666666667,1200,3.7,6,0,1,2,13,5,3.7
16-Dec-22 Goulburn R6,44911,6,NSW,Goulburn,6,0.694444444,1200,3.4,1,2,0,0,8,5,5
16-Dec-22 Goulburn R7,44911,6,NSW,Goulburn,7,0.722222222,1400,1.7,3,3,2,2,12,6,1.7
16-Dec-22 Rockhampton R1,44911,6,QLD,Rockhampton,1,0.538888889,1400,1.3,3,0,0,1,6,3,17
16-Dec-22 Rockhampton R2,44911,6,QLD,Rockhampton,2,0.563194444,1200,2.15,0,0,0,0,4,2,2.15
16-Dec-22 Rockhampton R3,44911,6,QLD,Rockhampton,3,0.5875,1200,1.9,5,2,1,0,10,1,1.9
16-Dec-22 Rockhampton R4,44911,6,QLD,Rockhampton,4,0.6125,1100,1.4,1,3,2,1,10,8,1.4
16-Dec-22 Rockhampton R5,44911,6,QLD,Rockhampton,5,0.640277778,1300,2.6,3,3,2,2,14,6,2.6
16-Dec-22 Rockhampton R6,44911,6,QLD,Rockhampton,6,0.668055556,1600,2.7,1,1,0,1,8,1,5
16-Dec-22 Rockhampton R7,44911,6,QLD,Rockhampton,7,0.695833333,1050,2.6,3,2,2,0,10,4,2.6
16-Dec-22 Rockhampton R8,44911,6,QLD,Rockhampton,8,0.721527778,1400,1.65,3,0,2,4,11,10,1.65
15-Dec-22 Hawkesbury R1,44910,5,NSW,Hawkesbury,1,0.576388889,1100,1.85,1,0,3,1,8,6,1.85
15-Dec-22 Hawkesbury R2,44910,5,NSW,Hawkesbury,2,0.600694444,1800,3.4,1,1,1,0,8,2,3.4
15-Dec-22 Hawkesbury R3,44910,5,NSW,Hawkesbury,3,0.628472222,1400,3.4,4,2,0,1,11,6,21
15-Dec-22 Hawkesbury R4,44910,5,NSW,Hawkesbury,4,0.652777778,1100,2.5,5,2,1,1,12,11,2.5
15-Dec-22 Hawkesbury R5,44910,5,NSW,Hawkesbury,5,0.680555556,1000,1.95,4,1,0,2,10,6,4.2
15-Dec-22 Hawkesbury R6,44910,5,NSW,Hawkesbury,6,0.704861111,1600,6.5,5,3,2,1,15,13,11
15-Dec-22 Hawkesbury R7,44910,5,NSW,Hawkesbury,7,0.732638889,1400,3.2,4,2,0,0,10,3,3.2
15-Dec-22 Ipswich R1,44910,5,QLD,Ipswich,1,0.576388889,1690,2.5,2,0,1,0,6,2,2.5
15-Dec-22 Ipswich R2,44910,5,QLD,Ipswich,2,0.600694444,1525,1.45,1,0,3,1,8,8,1.45
15-Dec-22 Ipswich R3,44910,5,QLD,Ipswich,3,0.628472222,1525,2.4,1,2,1,2,9,6,10
15-Dec-22 Ipswich R4,44910,5,QLD,Ipswich,4,0.652777778,1200,2.15,1,0,0,0,6,3,2.15
15-Dec-22 Ipswich R5,44910,5,QLD,Ipswich,5,0.680555556,1200,2.5,1,1,0,1,8,2,9.5
15-Dec-22 Ipswich R6,44910,5,QLD,Ipswich,6,0.704861111,1200,3.6,2,2,0,0,8,6,4.6
15-Dec-22 Ipswich R7,44910,5,QLD,Ipswich,7,0.729166667,1525,1.45,3,1,3,2,11,9,1.45
15-Dec-22 Kyneton R1,44910,5,VIC,Kyneton,1,0.5625,1100,2,3,1,1,1,9,1,2
15-Dec-22 Kyneton R2,44910,5,VIC,Kyneton,2,0.583333333,1200,2.6,4,3,1,1,11,6,2.8
15-Dec-22 Kyneton R3,44910,5,VIC,Kyneton,3,0.604166667,1450,1.7,2,2,2,0,10,6,1.7
15-Dec-22 Kyneton R4,44910,5,VIC,Kyneton,4,0.625,1850,1.6,2,1,0,4,10,1,1.6
15-Dec-22 Kyneton R5,44910,5,VIC,Kyneton,5,0.645833333,1850,3.4,1,2,1,0,9,7,3.4
15-Dec-22 Kyneton R6,44910,5,VIC,Kyneton,6,0.666666667,1450,3.9,2,1,1,1,10,3,6
15-Dec-22 Kyneton R7,44910,5,VIC,Kyneton,7,0.6875,1100,2.5,4,5,0,0,12,3,7
15-Dec-22 Kyneton R8,44910,5,VIC,Kyneton,8,0.708333333,1100,3.8,2,3,1,1,12,10,21
14-Dec-22 Launceston R1,44909,4,TAS,Launceston,1,0.728472222,1200,2.4,2,1,2,1,10,3,15
14-Dec-22 Launceston R2,44909,4,TAS,Launceston,2,0.752777778,1400,4.2,4,3,2,1,14,10,4.8
14-Dec-22 Launceston R3,44909,4,TAS,Launceston,3,0.78125,1100,1.45,1,1,1,0,6,2,6
14-Dec-22 Launceston R4,44909,4,TAS,Launceston,4,0.805555556,2100,5,3,3,2,1,14,14,6
14-Dec-22 Launceston R5,44909,4,TAS,Launceston,5,0.829861111,1200,3.2,5,0,0,0,9,9,3.2
14-Dec-22 Launceston R6,44909,4,TAS,Launceston,6,0.854166667,1400,1.5,3,2,4,0,11,6,1.5
14-Dec-22 Launceston R7,44909,4,TAS,Launceston,7,0.875,1400,1.5,2,1,3,1,9,3,1.5
14-Dec-22 Launceston R8,44909,4,TAS,Launceston,8,0.895833333,1400,2.35,4,1,1,0,10,10,2.35
14-Dec-22 Launceston R9,44909,4,TAS,Launceston,9,0.416666667,1600,3.6,2,2,0,0,9,4,3.6
14-Dec-22 Sandown Lakeside R1,44909,4,VIC,Sandown Lakeside,1,0.652777778,1400,2,4,3,1,0,11,5,7
14-Dec-22 Sandown Lakeside R2,44909,4,VIC,Sandown Lakeside,2,0.677083333,1300,2.1,2,1,1,2,10,8,5
14-Dec-22 Sandown Lakeside R3,44909,4,VIC,Sandown Lakeside,3,0.701388889,2400,1.95,1,0,0,0,5,2,5.5
14-Dec-22 Sandown Lakeside R4,44909,4,VIC,Sandown Lakeside,4,0.725694444,1600,1.6,3,1,0,1,8,3,5.5
14-Dec-22 Sandown Lakeside R5,44909,4,VIC,Sandown Lakeside,5,0.75,1600,2.45,3,2,0,0,8,8,2.45
14-Dec-22 Sandown Lakeside R6,44909,4,VIC,Sandown Lakeside,6,0.770833333,1300,3.9,3,1,1,0,10,9,5.5
14-Dec-22 Sandown Lakeside R7,44909,4,VIC,Sandown Lakeside,7,0.791666667,1400,3.2,3,1,0,2,11,2,3.2
14-Dec-22 Sandown Lakeside R8,44909,4,VIC,Sandown Lakeside,8,0.8125,1200,2.05,2,8,1,0,13,9,2.05
14-Dec-22 Strathalbyn R1,44909,4,SA,Strathalbyn,1,0.618055556,1200,2.3,3,1,1,1,9,4,2.3
14-Dec-22 Strathalbyn R2,44909,4,SA,Strathalbyn,2,0.642361111,2050,3,3,4,0,3,13,2,20
14-Dec-22 Strathalbyn R3,44909,4,SA,Strathalbyn,3,0.666666667,1350,4.4,2,1,2,3,14,7,7
14-Dec-22 Strathalbyn R4,44909,4,SA,Strathalbyn,4,0.690972222,1350,2.5,3,0,1,0,7,6,4
14-Dec-22 Strathalbyn R5,44909,4,SA,Strathalbyn,5,0.715277778,1600,2.6,1,4,1,1,12,8,8.5
14-Dec-22 Strathalbyn R6,44909,4,SA,Strathalbyn,6,0.736111111,2050,3.9,0,1,0,0,8,3,7.5
14-Dec-22 Strathalbyn R7,44909,4,SA,Strathalbyn,7,0.756944444,1200,3.7,2,0,2,1,11,4,3.7
14-Dec-22 Belmont R1,44909,4,WA,Belmont,1,0.596527778,1000,2.45,0,1,0,0,5,5,2.45
14-Dec-22 Belmont R2,44909,4,WA,Belmont,2,0.620833333,1000,2.15,1,0,1,1,6,5,2.15
14-Dec-22 Belmont R3,44909,4,WA,Belmont,3,0.649305556,1200,1.8,3,1,2,1,9,9,3.2
14-Dec-22 Belmont R4,44909,4,WA,Belmont,4,0.673611111,1200,1.8,1,2,1,0,9,3,1.8
14-Dec-22 Belmont R5,44909,4,WA,Belmont,5,0.694444444,1000,2.9,3,1,0,1,9,5,4.6
14-Dec-22 Belmont R6,44909,4,WA,Belmont,6,0.71875,1300,3.6,0,2,3,1,11,8,4.6
14-Dec-22 Belmont R7,44909,4,WA,Belmont,7,0.743055556,1600,2.4,2,4,3,1,13,6,3.4
14-Dec-22 Wyong R1,44909,4,NSW,Wyong,1,0.572916667,2100,2.5,1,1,0,1,7,5,2.5
14-Dec-22 Wyong R2,44909,4,NSW,Wyong,2,0.597222222,1600,1.65,2,0,2,1,9,4,1.65
14-Dec-22 Wyong R3,44909,4,NSW,Wyong,3,0.621527778,1350,2.2,1,1,3,2,10,8,3.4
14-Dec-22 Wyong R4,44909,4,NSW,Wyong,4,0.645833333,1200,2.7,0,1,1,2,8,8,2.7
14-Dec-22 Wyong R5,44909,4,NSW,Wyong,5,0.670138889,1100,3.7,2,1,2,0,9,3,3.7
14-Dec-22 Wyong R6,44909,4,NSW,Wyong,6,0.694444444,1100,3.7,1,0,2,1,9,3,6
14-Dec-22 Wyong R7,44909,4,NSW,Wyong,7,0.71875,1300,2.8,2,3,1,0,10,6,9.5
14-Dec-22 Doomben R1,44909,4,QLD,Doomben,1,0.568055556,1200,2.6,0,1,0,1,8,2,6
14-Dec-22 Doomben R2,44909,4,QLD,Doomben,2,0.592361111,1350,4.4,2,1,0,1,9,9,31
14-Dec-22 Doomben R3,44909,4,QLD,Doomben,3,0.616666667,2070,4.2,1,3,0,0,10,9,8.5
14-Dec-22 Doomben R4,44909,4,QLD,Doomben,4,0.640972222,1110,1.9,2,1,2,0,8,6,1.9
14-Dec-22 Doomben R5,44909,4,QLD,Doomben,5,0.665277778,1050,1.85,2,2,2,0,9,9,1.85
14-Dec-22 Doomben R6,44909,4,QLD,Doomben,6,0.689583333,1660,4,2,0,1,0,8,7,4.6
13-Dec-22 Tuncurry R1,44908,3,NSW,Tuncurry,1,0.565972222,2100,3,2,2,0,0,8,8,5.5
13-Dec-22 Tuncurry R2,44908,3,NSW,Tuncurry,2,0.590277778,1000,1.7,3,3,2,0,11,5,1.7
13-Dec-22 Tuncurry R3,44908,3,NSW,Tuncurry,3,0.614583333,1000,2.05,1,4,2,2,12,8,3.6
13-Dec-22 Tuncurry R4,44908,3,NSW,Tuncurry,4,0.642361111,1300,4,1,3,1,2,12,9,20
13-Dec-22 Tuncurry R5,44908,3,NSW,Tuncurry,5,0.670138889,1300,2.3,3,1,4,0,11,8,6
13-Dec-22 Tuncurry R6,44908,3,NSW,Tuncurry,6,0.694444444,1500,1.85,2,2,1,1,10,2,5.5
13-Dec-22 Tuncurry R7,44908,3,NSW,Tuncurry,7,0.71875,1200,3.3,3,2,1,1,11,2,3.8
13-Dec-22 Tuncurry R8,44908,3,NSW,Tuncurry,8,0.743055556,1400,1.55,2,4,1,0,9,7,1.55
13-Dec-22 Tamworth R1,44908,3,NSW,Tamworth,1,0.552083333,1600,2,1,2,2,1,10,5,2
13-Dec-22 Tamworth R2,44908,3,NSW,Tamworth,2,0.576388889,1000,1.45,2,1,2,5,12,2,4.4
13-Dec-22 Tamworth R3,44908,3,NSW,Tamworth,3,0.600694444,1000,3,1,1,3,2,12,4,4.8
13-Dec-22 Tamworth R4,44908,3,NSW,Tamworth,4,0.628472222,1200,2.6,1,1,2,2,10,10,3.5
13-Dec-22 Tamworth R5,44908,3,NSW,Tamworth,5,0.652777778,1200,3.8,3,1,1,1,11,3,7
13-Dec-22 Tamworth R6,44908,3,NSW,Tamworth,6,0.680555556,1400,3.4,3,2,1,0,10,2,4.2
13-Dec-22 Tamworth R7,44908,3,NSW,Tamworth,7,0.704861111,1200,2.7,4,1,0,2,10,9,2.7
13-Dec-22 Tamworth R8,44908,3,NSW,Tamworth,8,0.729166667,1000,1.5,3,3,3,0,11,5,1.5
13-Dec-22 Kilcoy R1,44908,3,QLD,Kilcoy,1,0.539583333,2076,2.6,2,1,0,0,7,3,9.5
13-Dec-22 Kilcoy R2,44908,3,QLD,Kilcoy,2,0.565277778,1900,2.7,1,0,0,1,8,1,5.5
13-Dec-22 Kilcoy R3,44908,3,QLD,Kilcoy,3,0.591666667,1200,3.5,1,1,0,0,7,4,3.5
13-Dec-22 Kilcoy R4,44908,3,QLD,Kilcoy,4,0.615972222,1200,2.35,3,1,2,0,9,2,8.5
13-Dec-22 Kilcoy R5,44908,3,QLD,Kilcoy,5,0.64375,800,3.4,1,2,4,0,12,10,5
13-Dec-22 Kilcoy R6,44908,3,QLD,Kilcoy,6,0.669444444,1500,2.5,2,1,0,2,9,8,8.5
13-Dec-22 Kilcoy R7,44908,3,QLD,Kilcoy,7,0.694444444,1200,3.1,1,2,1,0,9,1,7
13-Dec-22 Kilcoy R8,44908,3,QLD,Kilcoy,8,0.720138889,1200,3,1,3,0,1,10,6,3
13-Dec-22 Mornington R1,44908,3,VIC,Mornington,1,0.5625,1500,1.5,1,1,2,1,8,6,7
13-Dec-22 Mornington R2,44908,3,VIC,Mornington,2,0.583333333,1200,1.75,1,1,1,1,7,3,1.75
13-Dec-22 Mornington R3,44908,3,VIC,Mornington,3,0.604166667,1200,4.2,3,0,1,0,9,6,13
13-Dec-22 Mornington R4,44908,3,VIC,Mornington,4,0.625,1000,3.1,1,1,0,0,6,6,3.3
13-Dec-22 Mornington R5,44908,3,VIC,Mornington,5,0.645833333,1000,2.8,3,2,0,0,8,8,20
13-Dec-22 Mornington R6,44908,3,VIC,Mornington,6,0.666666667,2050,2.4,1,2,1,0,8,1,9
13-Dec-22 Mornington R7,44908,3,VIC,Mornington,7,0.6875,1200,4,3,2,1,1,11,5,5
13-Dec-22 Mornington R8,44908,3,VIC,Mornington,8,0.708333333,1200,2.4,3,0,4,0,11,6,2.4
12-Dec-22 Dalby R1,44907,2,QLD,Dalby,1,0.545138889,800,2.9,1,0,4,1,10,5,61
12-Dec-22 Dalby R2,44907,2,QLD,Dalby,2,0.569444444,1200,1.9,2,3,1,1,10,2,1.9
12-Dec-22 Dalby R3,44907,2,QLD,Dalby,3,0.59375,1200,2.9,2,2,2,0,10,2,2.9
12-Dec-22 Dalby R4,44907,2,QLD,Dalby,4,0.618055556,2000,1.8,2,1,1,2,10,8,6
12-Dec-22 Dalby R5,44907,2,QLD,Dalby,5,0.645833333,1000,2.05,2,1,3,0,9,8,2.05
12-Dec-22 Dalby R6,44907,2,QLD,Dalby,6,0.673611111,1100,2.7,1,0,1,1,8,8,5
12-Dec-22 Dalby R7,44907,2,QLD,Dalby,7,0.697916667,1400,2.8,3,1,1,0,9,1,2.8
12-Dec-22 Dalby R8,44907,2,QLD,Dalby,8,0.725694444,1400,2.45,3,2,1,0,10,8,10
12-Dec-22 Dalby R9,44907,2,QLD,Dalby,9,0.750694444,1400,3.6,4,0,0,0,10,6,5.5
11-Dec-22 Pinjarra R1,44906,1,WA,Pinjarra,1,0.5,1200,2,2,2,1,1,9,2,3
11-Dec-22 Pinjarra R2,44906,1,WA,Pinjarra,2,0.527777778,1200,2.25,4,2,2,0,11,8,18
11-Dec-22 Pinjarra R3,44906,1,WA,Pinjarra,3,0.5625,1600,1.95,2,2,0,2,10,3,8
11-Dec-22 Pinjarra R4,44906,1,WA,Pinjarra,4,0.594444444,1413,2.9,1,2,1,1,10,2,2.9
11-Dec-22 Pinjarra R5,44906,1,WA,Pinjarra,5,0.622222222,1413,2,0,1,8,0,13,3,2
11-Dec-22 Pinjarra R6,44906,1,WA,Pinjarra,6,0.649305556,1413,2.3,3,2,0,0,9,7,8
11-Dec-22 Pinjarra R7,44906,1,WA,Pinjarra,7,0.677083333,2000,2.7,3,1,0,1,10,7,2.7
11-Dec-22 Pinjarra R8,44906,1,WA,Pinjarra,8,0.704861111,2000,2.8,3,1,1,1,11,6,2.8
11-Dec-22 Pinjarra R9,44906,1,WA,Pinjarra,9,0.732638889,1000,2.45,4,2,2,1,13,9,8.5
11-Dec-22 Pinjarra R10,44906,1,WA,Pinjarra,10,0.760416667,1413,3.7,4,2,3,2,14,10,11
11-Dec-22 Canberra R1,44906,1,ACT,Canberra,1,0.555555556,1200,2.9,0,1,2,0,7,1,2.9
11-Dec-22 Canberra R2,44906,1,ACT,Canberra,2,0.579861111,1300,2.25,2,2,0,0,8,6,9.5
11-Dec-22 Canberra R3,44906,1,ACT,Canberra,3,0.604166667,1400,3.8,3,0,1,0,9,2,12
11-Dec-22 Canberra R4,44906,1,ACT,Canberra,4,0.628472222,1200,3.4,0,2,0,0,7,7,7
11-Dec-22 Canberra R5,44906,1,ACT,Canberra,5,0.659722222,2000,2.2,3,1,3,0,10,7,4
11-Dec-22 Canberra R6,44906,1,ACT,Canberra,6,0.684027778,1600,3.2,0,4,0,0,10,4,5.5
11-Dec-22 Canberra R7,44906,1,ACT,Canberra,7,0.711805556,1000,3.8,5,2,0,0,10,2,3.8
11-Dec-22 Canberra R8,44906,1,ACT,Canberra,8,0.739583333,1400,2.8,3,3,2,0,11,8,31
11-Dec-22 Bendigo R1,44906,1,VIC,Bendigo,1,0.559027778,1000,2.35,1,0,0,0,5,1,3.8
11-Dec-22 Bendigo R2,44906,1,VIC,Bendigo,2,0.583333333,1000,2.8,3,2,3,1,13,11,5.5
11-Dec-22 Bendigo R3,44906,1,VIC,Bendigo,3,0.607638889,2400,2.9,3,0,0,3,10,10,4.2
11-Dec-22 Bendigo R4,44906,1,VIC,Bendigo,4,0.631944444,1300,3.1,1,2,1,4,14,10,3.1
11-Dec-22 Bendigo R5,44906,1,VIC,Bendigo,5,0.65625,1100,4.2,2,1,3,1,12,5,11
11-Dec-22 Bendigo R6,44906,1,VIC,Bendigo,6,0.680555556,2200,3.5,3,2,1,1,12,4,14
11-Dec-22 Bendigo R7,44906,1,VIC,Bendigo,7,0.708333333,1600,2.9,4,4,0,0,12,2,2.9
11-Dec-22 Bendigo R8,44906,1,VIC,Bendigo,8,0.736111111,1400,5,3,3,2,0,14,3,8.5
11-Dec-22 Armidale R1,44906,1,NSW,Armidale,1,0.548611111,1900,2.5,1,1,0,1,8,1,2.5
11-Dec-22 Armidale R2,44906,1,NSW,Armidale,2,0.572916667,1400,3.1,1,3,3,0,11,10,3.4
11-Dec-22 Armidale R3,44906,1,NSW,Armidale,3,0.597222222,1100,1.8,4,0,1,0,8,7,1.8
11-Dec-22 Armidale R4,44906,1,NSW,Armidale,4,0.621527778,1300,2.1,2,1,3,2,12,11,8
11-Dec-22 Armidale R5,44906,1,NSW,Armidale,5,0.649305556,1400,3.4,4,2,1,1,12,12,3.4
11-Dec-22 Armidale R6,44906,1,NSW,Armidale,6,0.677083333,1100,2.4,3,3,1,0,10,2,2.4
11-Dec-22 Armidale R7,44906,1,NSW,Armidale,7,0.704861111,1900,3.2,2,1,0,1,9,2,3.6
11-Dec-22 Armidale R8,44906,1,NSW,Armidale,8,0.732638889,1100,2.7,4,1,2,1,11,11,91
11-Dec-22 Bordertown R1,44906,1,SA,Bordertown,1,0.548611111,1100,2.6,0,5,1,2,12,8,2.6
11-Dec-22 Bordertown R2,44906,1,SA,Bordertown,2,0.572916667,1300,2.2,2,4,4,1,14,5,5
11-Dec-22 Bordertown R3,44906,1,SA,Bordertown,3,0.597222222,1300,5.5,7,2,1,0,14,6,6.5
11-Dec-22 Bordertown R4,44906,1,SA,Bordertown,4,0.625,1300,4.2,4,0,1,1,11,6,4.8
11-Dec-22 Bordertown R5,44906,1,SA,Bordertown,5,0.649305556,1100,4.8,5,2,0,0,12,10,4.8
11-Dec-22 Bordertown R6,44906,1,SA,Bordertown,6,0.677083333,2000,2.5,4,0,1,1,9,2,2.5
11-Dec-22 Bordertown R7,44906,1,SA,Bordertown,7,0.704861111,2000,2.3,2,0,1,0,7,4,2.3
11-Dec-22 Bordertown R8,44906,1,SA,Bordertown,8,0.729166667,1550,3.1,2,2,2,1,12,2,3.1
11-Dec-22 Sunshine Coast R1,44906,1,QLD,Sunshine Coast,1,0.545138889,1600,2.7,2,0,0,0,6,4,2.7
11-Dec-22 Sunshine Coast R2,44906,1,QLD,Sunshine Coast,2,0.569444444,1600,3.8,3,0,0,1,8,7,4.8
11-Dec-22 Sunshine Coast R3,44906,1,QLD,Sunshine Coast,3,0.59375,1200,3,1,0,1,0,7,7,3
11-Dec-22 Sunshine Coast R4,44906,1,QLD,Sunshine Coast,4,0.625694444,1000,1.55,3,1,1,3,11,11,1.55
11-Dec-22 Sunshine Coast R5,44906,1,QLD,Sunshine Coast,5,0.653472222,1000,1.8,5,0,0,0,7,6,1.8
11-Dec-22 Sunshine Coast R6,44906,1,QLD,Sunshine Coast,6,0.68125,1600,2.6,4,1,0,1,9,6,12
11-Dec-22 Sunshine Coast R7,44906,1,QLD,Sunshine Coast,7,0.711805556,1300,4.2,4,0,2,2,12,3,5
10-Dec-22 Toowoomba R1,44905,7,QLD,Toowoomba,1,0.722222222,1200,2.6,4,1,0,0,9,3,5
10-Dec-22 Toowoomba R2,44905,7,QLD,Toowoomba,2,0.75,1300,2.9,2,2,0,0,8,2,2.9
10-Dec-22 Toowoomba R3,44905,7,QLD,Toowoomba,3,0.774305556,1300,2.3,2,1,1,0,8,4,9
10-Dec-22 Toowoomba R4,44905,7,QLD,Toowoomba,4,0.799305556,2150,3.2,1,2,0,0,8,7,4
10-Dec-22 Toowoomba R5,44905,7,QLD,Toowoomba,5,0.827777778,1000,2.45,1,3,1,0,10,9,2.45
10-Dec-22 Toowoomba R6,44905,7,QLD,Toowoomba,6,0.852777778,1000,1.85,1,0,0,0,5,5,16
10-Dec-22 Toowoomba R7,44905,7,QLD,Toowoomba,7,0.879166667,1850,1.95,3,0,1,0,8,5,15
10-Dec-22 Wangaratta R1,44905,7,VIC,Wangaratta,1,0.511111111,1590,3.5,2,3,1,2,12,1,4.2
10-Dec-22 Wangaratta R2,44905,7,VIC,Wangaratta,2,0.535416667,1400,3,2,2,3,1,14,1,31
10-Dec-22 Wangaratta R3,44905,7,VIC,Wangaratta,3,0.559722222,1400,3,4,2,2,2,14,7,9.5
10-Dec-22 Wangaratta R4,44905,7,VIC,Wangaratta,4,0.584027778,1170,1.8,3,1,4,3,14,1,12
10-Dec-22 Wangaratta R5,44905,7,VIC,Wangaratta,5,0.608333333,1170,2.3,2,1,3,0,9,2,2.3
10-Dec-22 Wangaratta R6,44905,7,VIC,Wangaratta,6,0.636111111,2000,4.4,3,3,1,0,12,2,21
10-Dec-22 Wangaratta R7,44905,7,VIC,Wangaratta,7,0.663888889,1590,3.5,4,2,1,3,14,8,10
10-Dec-22 Wangaratta R8,44905,7,VIC,Wangaratta,8,0.691666667,1300,2.9,3,3,2,1,13,6,2.9
10-Dec-22 Wangaratta R9,44905,7,VIC,Wangaratta,9,0.719444444,1100,4,4,3,1,0,12,5,17
10-Dec-22 Wangaratta R10,44905,7,VIC,Wangaratta,10,0.75,1100,4,3,2,3,0,12,4,12
10-Dec-22 Randwick R1,44905,7,NSW,Randwick,1,0.513888889,1000,5,6,5,2,0,16,16,5.5
10-Dec-22 Randwick R2,44905,7,NSW,Randwick,2,0.538194444,1600,3.6,1,4,0,0,10,7,5
10-Dec-22 Randwick R3,44905,7,NSW,Randwick,3,0.5625,1100,4,4,1,0,0,10,10,4
10-Dec-22 Randwick R4,44905,7,NSW,Randwick,4,0.586805556,2400,4.4,3,1,1,0,11,11,19
10-Dec-22 Randwick R5,44905,7,NSW,Randwick,5,0.611111111,1000,2,3,1,2,1,11,1,13
10-Dec-22 Randwick R6,44905,7,NSW,Randwick,6,0.638888889,1200,3.6,3,0,1,0,9,5,10
10-Dec-22 Randwick R7,44905,7,NSW,Randwick,7,0.666666667,1200,3,7,2,2,0,13,3,11
10-Dec-22 Randwick R8,44905,7,NSW,Randwick,8,0.694444444,1600,7.5,5,6,3,2,20,9,21
10-Dec-22 Randwick R9,44905,7,NSW,Randwick,9,0.722222222,1600,1.75,6,0,3,2,12,1,1.75
10-Dec-22 Randwick R10,44905,7,NSW,Randwick,10,0.746527778,1400,3.6,4,3,2,0,13,7,3.6
