RaceCode,Date,Day,State,Track,RaceNo,Time,Distance,FavSP,10,20,40,90,Runners,Barrier,WinSP
6-Jul-17 Hawkesbury R2,42922,5,NSW,Hawkesbury,2,0.538194444,1000,1.26,0,2,1,0,6,,1.26
6-Jul-17 Cranbourne R2,42922,5,VIC,Cranbourne,2,0.541666667,1400,2.6,4,0,4,3,14,,2.6
6-Jul-17 Grafton R3,42922,5,NSW,Grafton,3,0.548611111,1410,3.2,5,1,1,0,11,,3.2
6-Jul-17 Rockhampton R3,42922,5,QLD,Rockhampton,3,0.554166667,1100,3.5,2,1,3,2,13,,12
6-Jul-17 Cranbourne R3,42922,5,VIC,Cranbourne,3,0.5625,1600,2,3,1,3,3,13,,4
6-Jul-17 Hawkesbury R3,42922,5,NSW,Hawkesbury,3,0.565972222,1600,2.6,3,0,1,0,8,,2.6
6-Jul-17 Grafton R4,42922,5,NSW,Grafton,4,0.576388889,1106,2.7,3,4,0,2,13,,7
6-Jul-17 Rockhampton R4,42922,5,QLD,Rockhampton,4,0.58125,1100,2.5,1,4,0,4,12,,2.5
6-Jul-17 Cranbourne R4,42922,5,VIC,Cranbourne,4,0.583333333,1600,3.9,4,0,3,3,14,,11
6-Jul-17 Hawkesbury R4,42922,5,NSW,Hawkesbury,4,0.590277778,1500,3.8,1,1,1,1,9,,4.2
6-Jul-17 Grafton R5,42922,5,NSW,Grafton,5,0.600694444,1206,4.2,2,0,1,1,10,,4.2
6-Jul-17 Cranbourne R5,42922,5,VIC,Cranbourne,5,0.604166667,2025,2.45,1,1,1,0,8,,2.45
6-Jul-17 Rockhampton R5,42922,5,QLD,Rockhampton,5,0.607638889,1200,3.8,1,6,0,0,11,,4.2
6-Jul-17 Hawkesbury R5,42922,5,NSW,Hawkesbury,5,0.614583333,1100,3,0,2,1,1,9,,3
6-Jul-17 Northam R1,42922,5,WA,Northam,1,0.536111111,1000,2,1,1,1,0,7,,2
6-Jul-17 Cranbourne R6,42922,5,VIC,Cranbourne,6,0.625,1600,2.8,1,2,2,1,11,,2.8
6-Jul-17 Grafton R6,42922,5,NSW,Grafton,6,0.628472222,1206,5,2,2,2,1,13,,8
6-Jul-17 Rockhampton R6,42922,5,QLD,Rockhampton,6,0.633333333,1300,1.85,4,1,0,0,7,,11
6-Jul-17 Hawkesbury R6,42922,5,NSW,Hawkesbury,6,0.638888889,1000,2.1,1,3,0,0,7,,2.1
6-Jul-17 Northam R2,42922,5,WA,Northam,2,0.560416667,1100,2.1,2,1,2,0,10,,7.5
6-Jul-17 Cranbourne R7,42922,5,VIC,Cranbourne,7,0.645833333,1200,2.3,2,6,1,0,12,,2.3
6-Jul-17 Grafton R7,42922,5,NSW,Grafton,7,0.652777778,1206,5,5,1,3,1,14,,11
6-Jul-17 Rockhampton R7,42922,5,QLD,Rockhampton,7,0.657638889,1400,3.4,5,1,1,1,12,,6.5
6-Jul-17 Hawkesbury R7,42922,5,NSW,Hawkesbury,7,0.663194444,1300,3.1,1,2,0,2,9,,5
6-Jul-17 Cranbourne R8,42922,5,VIC,Cranbourne,8,0.666666667,1400,4.6,2,2,1,1,12,,18
6-Jul-17 Northam R3,42922,5,WA,Northam,3,0.586805556,1400,2.6,4,3,1,4,14,,2.6
6-Jul-17 Grafton R8,42922,5,NSW,Grafton,8,0.677083333,2215,5,5,1,2,1,14,,6.5
6-Jul-17 Rockhampton R8,42922,5,QLD,Rockhampton,8,0.681944444,1100,2.25,0,4,2,1,12,,2.25
6-Jul-17 Cranbourne R9,42922,5,VIC,Cranbourne,9,0.6875,1000,3.5,5,1,2,0,13,,15
6-Jul-17 Hawkesbury R8,42922,5,NSW,Hawkesbury,8,0.690972222,1400,2.9,2,1,0,0,8,,2.9
6-Jul-17 Northam R4,42922,5,WA,Northam,4,0.6125,1600,3.1,2,2,3,1,14,,3.1
6-Jul-17 Northam R5,42922,5,WA,Northam,5,0.638888889,1600,2.9,3,1,1,0,9,,3.8
6-Jul-17 Northam R6,42922,5,WA,Northam,6,0.666666667,2200,2.25,0,0,1,0,6,,4.2
6-Jul-17 Northam R7,42922,5,WA,Northam,7,0.690972222,1400,2.5,1,2,1,1,10,,14
7-Jul-17 Bendigo R1,42923,6,VIC,Bendigo,1,0.493055556,1300,4.8,3,1,2,1,12,,26
7-Jul-17 Goulburn R1,42923,6,NSW,Goulburn,1,0.496527778,1200,1.55,1,1,3,2,10,,4.8
7-Jul-17 Gunnedah R1,42923,6,NSW,Gunnedah,1,0.506944444,1200,2.7,1,2,1,4,12,,4.8
7-Jul-17 Goulburn R2,42923,6,NSW,Goulburn,2,0.520833333,1400,2.9,4,0,0,0,8,,3.4
7-Jul-17 Bendigo R2,42923,6,VIC,Bendigo,2,0.524305556,1100,3.9,2,3,0,0,10,,4
7-Jul-17 Gunnedah R2,42923,6,NSW,Gunnedah,2,0.53125,1000,2.8,3,1,3,3,14,,17
7-Jul-17 Ipswich R1,42923,6,QLD,Ipswich,1,0.536805556,800,2.35,2,2,6,0,13,,3.7
7-Jul-17 Bendigo R3,42923,6,VIC,Bendigo,3,0.541666667,1100,3.6,2,0,1,2,10,,5
7-Jul-17 Goulburn R3,42923,6,NSW,Goulburn,3,0.545138889,1400,3.3,3,0,3,2,13,,7
7-Jul-17 Gunnedah R3,42923,6,NSW,Gunnedah,3,0.555555556,1400,4.4,3,2,4,1,14,,5.5
7-Jul-17 Ipswich R2,42923,6,QLD,Ipswich,2,0.560416667,1100,3,1,3,0,0,9,,8.5
7-Jul-17 Bendigo R4,42923,6,VIC,Bendigo,4,0.5625,1400,2.6,0,1,3,2,11,,2.6
7-Jul-17 Goulburn R4,42923,6,NSW,Goulburn,4,0.569444444,1300,2.25,3,1,0,1,8,,2.25
7-Jul-17 Gunnedah R4,42923,6,NSW,Gunnedah,4,0.579861111,1300,2.5,1,0,1,1,7,,2.5
7-Jul-17 Bendigo R5,42923,6,VIC,Bendigo,5,0.583333333,1400,2.05,0,2,3,2,10,,3.3
7-Jul-17 Ipswich R3,42923,6,QLD,Ipswich,3,0.586805556,1350,3,1,1,0,0,7,,3
7-Jul-17 Goulburn R5,42923,6,NSW,Goulburn,5,0.59375,1200,3.7,3,0,0,0,8,,5.5
7-Jul-17 Bendigo R6,42923,6,VIC,Bendigo,6,0.604166667,2400,2.2,2,2,3,2,12,,3
7-Jul-17 Gunnedah R5,42923,6,NSW,Gunnedah,5,0.607638889,1600,3,3,1,2,5,14,,14
7-Jul-17 Ipswich R4,42923,6,QLD,Ipswich,4,0.613194444,1010,3,2,0,0,1,7,,4.2
7-Jul-17 Goulburn R6,42923,6,NSW,Goulburn,6,0.621527778,1200,4.2,3,2,1,0,11,,6
7-Jul-17 Bendigo R7,42923,6,VIC,Bendigo,7,0.625,2400,4.6,6,0,1,0,11,,10
7-Jul-17 Gunnedah R6,42923,6,NSW,Gunnedah,6,0.631944444,1000,3,1,2,1,1,10,,4.8
7-Jul-17 Ipswich R5,42923,6,QLD,Ipswich,5,0.638888889,1010,3,3,1,0,0,8,,10
7-Jul-17 Bendigo R8,42923,6,VIC,Bendigo,8,0.645833333,1600,3.8,3,3,0,1,11,,4
7-Jul-17 Goulburn R7,42923,6,NSW,Goulburn,7,0.649305556,2120,1.65,1,2,3,1,11,,1.65
7-Jul-17 Gunnedah R7,42923,6,NSW,Gunnedah,7,0.65625,1600,4,1,0,2,1,10,,4.6
7-Jul-17 Ipswich R6,42923,6,QLD,Ipswich,6,0.663194444,1350,4,0,0,1,0,7,,4
7-Jul-17 Bendigo R9,42923,6,VIC,Bendigo,9,0.666666667,1000,3.5,2,0,1,0,8,,4.8
7-Jul-17 Goulburn R8,42923,6,NSW,Goulburn,8,0.673611111,1600,3.2,2,2,3,2,13,,51
7-Jul-17 Gunnedah R8,42923,6,NSW,Gunnedah,8,0.684027778,1400,4.6,2,2,1,0,11,,12
7-Jul-17 Bendigo R10,42923,6,VIC,Bendigo,10,0.6875,1000,4.2,5,1,0,0,10,,15
7-Jul-17 Ipswich R7,42923,6,QLD,Ipswich,7,0.690972222,1350,1.85,3,2,0,0,8,,8
8-Jul-17 Warwick Farm R1,42924,7,NSW,Warwick Farm,1,0.479166667,1200,4,4,1,0,0,9,,18
8-Jul-17 Doomben R1,42924,7,QLD,Doomben,1,0.484027778,1350,2.1,2,2,1,1,10,,9
8-Jul-17 Flemington R1,42924,7,VIC,Flemington,1,0.489583333,1600,2.6,4,1,1,0,10,,7.5
8-Jul-17 Kembla Grange R1,42924,7,NSW,Kembla Grange,1,0.492361111,1000,3,2,1,0,1,8,,3
8-Jul-17 Gold Coast R1,42924,7,QLD,Gold Coast,1,0.497916667,900,2.1,2,1,0,0,7,,21
8-Jul-17 Donald R1,42924,7,VIC,Donald,1,0.500694444,1624,2.8,0,3,3,2,12,,2.8
8-Jul-17 Warwick Farm R2,42924,7,NSW,Warwick Farm,2,0.503472222,1400,3.4,2,2,1,0,9,,20
8-Jul-17 Mackay R1,42924,7,QLD,Mackay,1,0.505555556,2000,2.8,0,0,0,0,5,,2.8
8-Jul-17 Doomben R2,42924,7,QLD,Doomben,2,0.508333333,1050,4,1,2,2,0,11,,6
8-Jul-17 Flemington R2,42924,7,VIC,Flemington,2,0.513888889,2000,3.3,0,0,0,0,6,,3.3
8-Jul-17 Kembla Grange R2,42924,7,NSW,Kembla Grange,2,0.516666667,1200,3.6,4,2,3,1,14,,5
8-Jul-17 Gawler R1,42924,7,SA,Gawler,1,0.498611111,1206,3.2,1,1,2,0,9,,3.7
8-Jul-17 Gold Coast R2,42924,7,QLD,Gold Coast,2,0.522222222,1400,4.8,3,1,0,2,12,,8
8-Jul-17 Donald R2,42924,7,VIC,Donald,2,0.525,2008,4,4,0,2,0,11,,4
8-Jul-17 Warwick Farm R3,42924,7,NSW,Warwick Farm,3,0.527777778,2400,2.7,1,3,0,0,9,,2.7
8-Jul-17 Mackay R2,42924,7,QLD,Mackay,2,0.529861111,1300,3.3,3,0,0,0,7,,3.7
8-Jul-17 Doomben R3,42924,7,QLD,Doomben,3,0.532638889,1050,2.15,4,0,4,1,12,,5.5
8-Jul-17 Dubbo R1,42924,7,NSW,Dubbo,1,0.535416667,1120,2.6,1,5,1,0,10,,2.7
8-Jul-17 Flemington R3,42924,7,VIC,Flemington,3,0.538194444,1400,3,3,2,1,1,11,,3
8-Jul-17 Kembla Grange R3,42924,7,NSW,Kembla Grange,3,0.540972222,1200,2.6,1,0,0,1,6,,5.5
8-Jul-17 Gawler R2,42924,7,SA,Gawler,2,0.522916667,2112,4.2,3,1,1,0,10,,21
8-Jul-17 Gold Coast R3,42924,7,QLD,Gold Coast,3,0.546527778,1800,2.6,1,2,1,1,9,,2.9
8-Jul-17 Darwin R1,42924,7,NT,Darwin,1,0.527777778,1300,1.75,3,1,0,0,7,,1.75
8-Jul-17 Donald R3,42924,7,VIC,Donald,3,0.549305556,1002,2.05,3,0,1,0,7,,8
8-Jul-17 Warwick Farm R4,42924,7,NSW,Warwick Farm,4,0.552083333,1400,3.2,3,1,1,0,9,,4.2
8-Jul-17 Mackay R3,42924,7,QLD,Mackay,3,0.554166667,1300,1.3,3,0,2,2,9,,11
8-Jul-17 Doomben R4,42924,7,QLD,Doomben,4,0.556944444,2040,3.5,4,3,0,2,13,,3.5
8-Jul-17 Dubbo R2,42924,7,NSW,Dubbo,2,0.559722222,1320,3.9,1,4,1,3,14,,8.5
8-Jul-17 Flemington R4,42924,7,VIC,Flemington,4,0.5625,1600,1.5,2,1,3,4,12,,1.5
8-Jul-17 Kembla Grange R4,42924,7,NSW,Kembla Grange,4,0.565277778,1200,4,2,4,1,0,12,,15
8-Jul-17 Gawler R3,42924,7,SA,Gawler,3,0.547222222,1106,4,6,1,0,0,10,,10
8-Jul-17 Gold Coast R4,42924,7,QLD,Gold Coast,4,0.570833333,1800,1.7,1,1,1,1,7,,1.7
8-Jul-17 Darwin R2,42924,7,NT,Darwin,2,0.552083333,1100,2.45,3,0,0,0,6,,2.45
8-Jul-17 Donald R4,42924,7,VIC,Donald,4,0.573611111,1002,3.4,2,2,1,0,10,,6.5
8-Jul-17 Warwick Farm R5,42924,7,NSW,Warwick Farm,5,0.576388889,1200,1.65,3,2,2,0,10,,9
8-Jul-17 Mackay R4,42924,7,QLD,Mackay,4,0.579166667,1560,1.6,1,2,2,0,8,,1.6
8-Jul-17 Doomben R5,42924,7,QLD,Doomben,5,0.584722222,1640,3.8,1,0,1,1,8,,3.8
8-Jul-17 Dubbo R3,42924,7,NSW,Dubbo,3,0.5875,1620,4.6,5,2,3,0,14,,14
8-Jul-17 Flemington R5,42924,7,VIC,Flemington,5,0.590277778,1200,3.3,3,2,3,0,12,,14
8-Jul-17 Kembla Grange R5,42924,7,NSW,Kembla Grange,5,0.593055556,1400,2,5,5,2,0,14,,21
8-Jul-17 Gawler R4,42924,7,SA,Gawler,4,0.575,1506,3.8,4,2,0,1,11,,4
8-Jul-17 Gold Coast R5,42924,7,QLD,Gold Coast,5,0.598611111,1200,2.05,1,1,0,0,6,,3.8
8-Jul-17 Darwin R3,42924,7,NT,Darwin,3,0.579861111,1100,2.4,3,1,0,0,8,,12
8-Jul-17 Donald R5,42924,7,VIC,Donald,5,0.601388889,1624,3.1,4,0,2,1,12,,3.1
8-Jul-17 Warwick Farm R6,42924,7,NSW,Warwick Farm,6,0.604166667,1100,3.1,6,1,2,0,12,,5.5
8-Jul-17 Mackay R5,42924,7,QLD,Mackay,5,0.606944444,1100,2.9,3,2,1,1,11,,11
8-Jul-17 Belmont R1,42924,7,WA,Belmont,1,0.526388889,1400,3.3,3,1,2,1,11,,6.5
8-Jul-17 Doomben R6,42924,7,QLD,Doomben,6,0.6125,1200,2.9,3,1,0,0,8,,2.9
8-Jul-17 Dubbo R4,42924,7,NSW,Dubbo,4,0.615277778,1420,3.3,5,1,1,1,12,,3.3
8-Jul-17 Flemington R6,42924,7,VIC,Flemington,6,0.618055556,2600,4.2,2,2,4,0,13,,8
8-Jul-17 Kembla Grange R6,42924,7,NSW,Kembla Grange,6,0.620833333,1400,2.4,3,2,0,0,10,,2.4
8-Jul-17 Gawler R5,42924,7,SA,Gawler,5,0.602777778,1206,4,3,1,0,0,9,,4.6
8-Jul-17 Broome R1,42924,7,WA,Broome,1,0.541666667,1200,2.6,1,1,0,0,7,,7
8-Jul-17 Gold Coast R6,42924,7,QLD,Gold Coast,6,0.626388889,1200,3.4,3,0,1,0,8,,6.5
8-Jul-17 Darwin R4,42924,7,NT,Darwin,4,0.607638889,1600,3.8,1,0,1,0,8,,3.8
8-Jul-17 Donald R6,42924,7,VIC,Donald,6,0.629166667,1624,3.3,4,3,1,0,12,,3.3
8-Jul-17 Warwick Farm R7,42924,7,NSW,Warwick Farm,7,0.631944444,1600,3,1,1,0,0,7,,3
8-Jul-17 Mackay R6,42924,7,QLD,Mackay,6,0.634722222,1050,2.1,3,0,2,0,10,,17
8-Jul-17 Belmont R2,42924,7,WA,Belmont,2,0.554166667,1400,3.2,3,2,0,0,9,,4.8
8-Jul-17 Doomben R7,42924,7,QLD,Doomben,7,0.640277778,1350,4.6,2,1,2,0,11,,9.5
8-Jul-17 Dubbo R5,42924,7,NSW,Dubbo,5,0.643055556,1320,3.6,4,3,2,0,13,,6
8-Jul-17 Flemington R7,42924,7,VIC,Flemington,7,0.645833333,1600,6,5,1,1,0,12,,7
8-Jul-17 Kembla Grange R7,42924,7,NSW,Kembla Grange,7,0.648611111,1600,3.5,0,1,0,0,7,,3.5
8-Jul-17 Gawler R6,42924,7,SA,Gawler,6,0.630555556,1706,3.4,3,1,0,0,9,,8
8-Jul-17 Broome R2,42924,7,WA,Broome,2,0.569444444,1300,2.35,2,1,0,0,7,,2.35
8-Jul-17 Gold Coast R7,42924,7,QLD,Gold Coast,7,0.654166667,1200,2.7,3,1,0,0,8,,13
8-Jul-17 Darwin R5,42924,7,NT,Darwin,5,0.635416667,1600,2.15,2,2,1,0,9,,31
8-Jul-17 Donald R7,42924,7,VIC,Donald,7,0.656944444,1204,3.8,5,2,1,0,12,,4.4
8-Jul-17 Warwick Farm R8,42924,7,NSW,Warwick Farm,8,0.659722222,1100,3.1,2,3,2,0,12,,16
8-Jul-17 Mackay R7,42924,7,QLD,Mackay,7,0.6625,1300,3.1,4,3,3,0,13,,41
8-Jul-17 Belmont R3,42924,7,WA,Belmont,3,0.581944444,1000,4.2,3,1,2,0,11,,7
8-Jul-17 Doomben R8,42924,7,QLD,Doomben,8,0.668055556,1350,4.2,4,3,4,0,15,,5
8-Jul-17 Dubbo R6,42924,7,NSW,Dubbo,6,0.670833333,1120,1.75,3,1,4,2,12,,101
8-Jul-17 Flemington R8,42924,7,VIC,Flemington,8,0.673611111,1200,2.9,2,2,0,1,10,,2.9
8-Jul-17 Kembla Grange R8,42924,7,NSW,Kembla Grange,8,0.676388889,2000,3.4,5,4,0,0,13,,11
8-Jul-17 Gawler R7,42924,7,SA,Gawler,7,0.658333333,1506,2.45,3,4,1,1,13,,19
8-Jul-17 Broome R3,42924,7,WA,Broome,3,0.597222222,1600,2.9,4,1,0,0,8,,5.5
8-Jul-17 Gold Coast R8,42924,7,QLD,Gold Coast,8,0.681944444,1400,2.9,2,0,1,0,9,,2.9
8-Jul-17 Darwin R6,42924,7,NT,Darwin,6,0.663194444,1300,3.7,4,3,1,0,11,,12
8-Jul-17 Donald R8,42924,7,VIC,Donald,8,0.684722222,1354,2.9,5,2,0,0,11,,18
8-Jul-17 Warwick Farm R9,42924,7,NSW,Warwick Farm,9,0.6875,1300,5,3,7,0,1,15,,12
8-Jul-17 Belmont R4,42924,7,WA,Belmont,4,0.60625,1200,2.45,3,1,0,1,10,,21
8-Jul-17 Doomben R9,42924,7,QLD,Doomben,9,0.692361111,1350,5.5,3,5,2,1,16,,5.5
8-Jul-17 Dubbo R7,42924,7,NSW,Dubbo,7,0.695138889,1020,1.95,2,2,3,1,11,,7
8-Jul-17 Flemington R9,42924,7,VIC,Flemington,9,0.697916667,1600,4.2,5,2,3,1,15,,10
8-Jul-17 Toowoomba R1,42924,7,QLD,Toowoomba,1,0.701388889,1310,2.3,2,2,0,0,8,,2.3
8-Jul-17 Gawler R8,42924,7,SA,Gawler,8,0.684027778,1206,2.6,2,2,1,0,9,,2.6
8-Jul-17 Broome R4,42924,7,WA,Broome,4,0.625,1600,4.4,3,1,0,0,10,,5
8-Jul-17 Darwin R7,42924,7,NT,Darwin,7,0.690972222,1200,3.1,5,3,0,0,12,,3.1
8-Jul-17 Belmont R5,42924,7,WA,Belmont,5,0.631944444,2100,3.8,2,2,3,1,12,,3.8
8-Jul-17 Toowoomba R2,42924,7,QLD,Toowoomba,2,0.725694444,1110,2.05,1,2,1,1,9,,5.5
8-Jul-17 Broome R5,42924,7,WA,Broome,5,0.649305556,1435,3.2,2,3,0,0,11,,3.2
8-Jul-17 Darwin R8,42924,7,NT,Darwin,8,0.715277778,1600,3.1,3,3,2,0,12,,3.7
8-Jul-17 Belmont R6,42924,7,WA,Belmont,6,0.65625,2000,2.05,2,0,1,5,11,,2.05
8-Jul-17 Toowoomba R3,42924,7,QLD,Toowoomba,3,0.75,1310,2.4,1,1,1,0,8,,4.2
8-Jul-17 Broome R6,42924,7,WA,Broome,6,0.673611111,1200,2.6,4,1,0,0,9,,2.6
8-Jul-17 Darwin R9,42924,7,NT,Darwin,9,0.739583333,1600,2.5,1,5,1,0,11,,3.6
8-Jul-17 Belmont R7,42924,7,WA,Belmont,7,0.680555556,2000,2.8,2,2,0,4,12,,2.8
8-Jul-17 Toowoomba R4,42924,7,QLD,Toowoomba,4,0.774305556,1310,3.7,1,2,0,0,8,,11
8-Jul-17 Broome R7,42924,7,WA,Broome,7,0.697916667,1200,2.7,3,0,1,0,9,,15
8-Jul-17 Belmont R8,42924,7,WA,Belmont,8,0.704861111,1600,4.4,3,3,0,0,11,,4.4
8-Jul-17 Toowoomba R5,42924,7,QLD,Toowoomba,5,0.798611111,1210,3.4,1,1,2,0,9,,5.5
8-Jul-17 Toowoomba R6,42924,7,QLD,Toowoomba,6,0.826388889,1650,1.9,2,1,0,0,7,,1.9
8-Jul-17 Toowoomba R7,42924,7,QLD,Toowoomba,7,0.847222222,1650,2,1,3,0,0,8,,2
9-Jul-17 Hobart R1,42925,1,TAS,Hobart,1,0.465277778,1200,2,2,0,0,0,6,,4.9
9-Jul-17 Wagga R1,42925,1,NSW,Wagga,1,0.479166667,1200,3.1,2,1,1,2,10,,3.1
9-Jul-17 Hobart R2,42925,1,TAS,Hobart,2,0.486111111,1200,1.8,0,3,2,0,9,,7.1
9-Jul-17 Grafton R1,42925,1,NSW,Grafton,1,0.496527778,2215,2.6,2,3,0,1,11,,9.5
9-Jul-17 Wagga R2,42925,1,NSW,Wagga,2,0.503472222,1400,2.7,2,2,1,3,12,,16
9-Jul-17 Warrnambool R1,42925,1,VIC,Warrnambool,1,0.506944444,3236,1.6,2,3,0,1,8,,1.6
9-Jul-17 Hobart R3,42925,1,TAS,Hobart,3,0.510416667,1100,1.8,1,1,0,0,7,,1.8
9-Jul-17 Sunshine Coast R1,42925,1,QLD,Sunshine Coast,1,0.513888889,1600,2.2,2,3,1,2,12,,8.5
9-Jul-17 Grafton R2,42925,1,NSW,Grafton,2,0.524305556,1106,3.5,2,4,4,0,14,,4.6
9-Jul-17 Port Augusta R1,42925,1,SA,Port Augusta,1,0.506944444,1200,1.95,2,1,1,3,9,,1.95
9-Jul-17 Wagga R3,42925,1,NSW,Wagga,3,0.53125,1400,2.9,3,1,2,1,12,,5.5
9-Jul-17 Warrnambool R2,42925,1,VIC,Warrnambool,2,0.534722222,3236,1.9,2,1,0,0,6,,4.4
9-Jul-17 Hobart R4,42925,1,TAS,Hobart,4,0.538194444,1400,3.2,1,1,0,0,7,,5.5
9-Jul-17 Sunshine Coast R2,42925,1,QLD,Sunshine Coast,2,0.541666667,1200,2.8,2,3,1,0,10,,9.5
9-Jul-17 Pakenham Synthetic R1,42925,1,VIC,Pakenham Synthetic,1,0.545138889,1200,2.9,1,2,0,0,8,,4.2
9-Jul-17 Grafton R3,42925,1,NSW,Grafton,3,0.552083333,1106,2.5,4,2,1,4,14,,18
9-Jul-17 Port Augusta R2,42925,1,SA,Port Augusta,2,0.534722222,1867,2.7,2,0,0,0,6,,3.6
9-Jul-17 Wagga R4,42925,1,NSW,Wagga,4,0.559027778,1000,2.15,3,3,1,0,9,,2.8
9-Jul-17 Warrnambool R3,42925,1,VIC,Warrnambool,3,0.5625,3236,1.85,1,2,0,2,9,,5.5
9-Jul-17 Hobart R5,42925,1,TAS,Hobart,5,0.565972222,1600,2.6,1,2,0,0,7,,3
9-Jul-17 Sunshine Coast R3,42925,1,QLD,Sunshine Coast,3,0.569444444,1200,2.6,2,2,1,2,11,,12
9-Jul-17 Pakenham Synthetic R2,42925,1,VIC,Pakenham Synthetic,2,0.572916667,1400,4,0,1,1,0,9,,4.2
9-Jul-17 Grafton R4,42925,1,NSW,Grafton,4,0.579861111,1006,1.65,4,1,4,0,11,,1.65
9-Jul-17 Port Augusta R3,42925,1,SA,Port Augusta,3,0.5625,1600,2.5,3,0,0,0,7,,6
9-Jul-17 Wagga R5,42925,1,NSW,Wagga,5,0.586805556,1000,3.2,2,1,0,0,9,,6
9-Jul-17 Warrnambool R4,42925,1,VIC,Warrnambool,4,0.590277778,3450,3.2,0,2,2,0,7,,3.2
9-Jul-17 Hobart R6,42925,1,TAS,Hobart,6,0.59375,1600,4.2,5,2,1,0,12,,19.3
9-Jul-17 Sunshine Coast R4,42925,1,QLD,Sunshine Coast,4,0.597222222,1000,2.5,0,1,1,0,7,,4.8
9-Jul-17 Pakenham Synthetic R3,42925,1,VIC,Pakenham Synthetic,3,0.600694444,1400,2.45,1,1,3,2,12,,6
9-Jul-17 Grafton R5,42925,1,NSW,Grafton,5,0.607638889,1410,2.1,3,3,2,2,13,,3.7
9-Jul-17 Port Augusta R4,42925,1,SA,Port Augusta,4,0.590277778,1498,2.9,1,1,0,0,6,,3.4
9-Jul-17 Wagga R6,42925,1,NSW,Wagga,6,0.614583333,2500,3.6,3,1,1,0,10,,6
9-Jul-17 Warrnambool R5,42925,1,VIC,Warrnambool,5,0.618055556,1100,2.15,3,3,1,0,10,,4.8
9-Jul-17 Hobart R7,42925,1,TAS,Hobart,7,0.621527778,1600,2.6,1,2,2,4,14,,2.6
9-Jul-17 Sunshine Coast R5,42925,1,QLD,Sunshine Coast,5,0.625,1000,1.95,2,1,0,0,6,,10
9-Jul-17 Pakenham Synthetic R4,42925,1,VIC,Pakenham Synthetic,4,0.628472222,1600,3.9,3,1,2,0,11,,3.9
9-Jul-17 Kalgoorlie R1,42925,1,WA,Kalgoorlie,1,0.547916667,1200,3.7,0,1,0,0,6,,3.7
9-Jul-17 Grafton R6,42925,1,NSW,Grafton,6,0.634027778,1410,4.8,8,3,0,0,14,,4.8
9-Jul-17 Port Augusta R5,42925,1,SA,Port Augusta,5,0.615972222,1396,2.5,2,2,0,0,8,,7
9-Jul-17 Warrnambool R6,42925,1,VIC,Warrnambool,6,0.638888889,1300,3.7,4,1,2,1,13,,9
9-Jul-17 Wagga R7,42925,1,NSW,Wagga,7,0.642361111,1300,6,4,1,4,2,16,,6.5
9-Jul-17 Hobart R8,42925,1,TAS,Hobart,8,0.645833333,1400,2.1,2,3,0,0,9,,24.1
9-Jul-17 Pakenham Synthetic R5,42925,1,VIC,Pakenham Synthetic,5,0.649305556,2200,3.1,2,2,2,1,11,,4.4
9-Jul-17 Sunshine Coast R6,42925,1,QLD,Sunshine Coast,6,0.652083333,1400,2.6,4,0,1,1,10,,11
9-Jul-17 Kalgoorlie R2,42925,1,WA,Kalgoorlie,2,0.571527778,1400,2.05,0,1,2,0,8,,6.5
9-Jul-17 Grafton R7,42925,1,NSW,Grafton,7,0.657638889,1610,5,6,1,2,1,15,,11
9-Jul-17 Warrnambool R7,42925,1,VIC,Warrnambool,7,0.659722222,2024,2.6,3,4,2,1,14,,8
9-Jul-17 Port Augusta R6,42925,1,SA,Port Augusta,6,0.642361111,1200,2.8,0,1,0,0,6,,7
9-Jul-17 Wagga R8,42925,1,NSW,Wagga,8,0.666666667,1300,3,6,1,1,1,13,,19
9-Jul-17 Pakenham Synthetic R6,42925,1,VIC,Pakenham Synthetic,6,0.670138889,1400,2.8,1,4,3,0,12,,2.8
9-Jul-17 Hobart R9,42925,1,TAS,Hobart,9,0.672916667,1000,2,1,3,1,1,10,,2
9-Jul-17 Sunshine Coast R7,42925,1,QLD,Sunshine Coast,7,0.675694444,1600,3.2,1,1,2,0,9,,4
9-Jul-17 Kalgoorlie R3,42925,1,WA,Kalgoorlie,3,0.595138889,1600,4,3,2,0,0,10,,9
9-Jul-17 Warrnambool R8,42925,1,VIC,Warrnambool,8,0.680555556,1700,3.6,3,4,2,0,12,,11
9-Jul-17 Grafton R8,42925,1,NSW,Grafton,8,0.684027778,1610,5.5,5,2,1,1,13,,14
9-Jul-17 Port Augusta R7,42925,1,SA,Port Augusta,7,0.666666667,2300,3.8,2,1,2,0,10,,3.8
9-Jul-17 Wagga R9,42925,1,NSW,Wagga,9,0.690972222,1300,4.6,4,1,3,0,13,,5.5
9-Jul-17 Pakenham Synthetic R7,42925,1,VIC,Pakenham Synthetic,7,0.694444444,1200,2.15,2,1,4,0,10,,5
9-Jul-17 Sunshine Coast R8,42925,1,QLD,Sunshine Coast,8,0.700694444,1200,3.8,4,0,1,0,10,,6.5
9-Jul-17 Kalgoorlie R4,42925,1,WA,Kalgoorlie,4,0.620138889,1400,2.25,2,1,1,0,8,,2.25
9-Jul-17 Port Augusta R8,42925,1,SA,Port Augusta,8,0.690972222,1100,2.5,5,0,1,2,12,,2.5
